Item1,Item2,Time,Book
Joe,Gabriel,867,barnaby-rudge
Joe,Mrs Varden,867,barnaby-rudge
Never,Dolly,868,barnaby-rudge
Never,Joe,868,barnaby-rudge
Dolly,Never,868,barnaby-rudge
Dolly,Joe,868,barnaby-rudge
Joe,Never,868,barnaby-rudge
Joe,Dolly,868,barnaby-rudge
Joe,Miggs,869,barnaby-rudge
Joe,Miggs,869,barnaby-rudge
Miggs,Joe,869,barnaby-rudge
Miggs,Joe,869,barnaby-rudge
Miggs,Dolly,870,barnaby-rudge
Dolly,Miggs,870,barnaby-rudge
Gabriel,Varden,871,barnaby-rudge
Varden,Gabriel,871,barnaby-rudge
Miggs,Mrs Varden,874,barnaby-rudge
Mrs Varden,Miggs,874,barnaby-rudge
Martha,Joe,875,barnaby-rudge
Martha,Joe,875,barnaby-rudge
Joe,Martha,875,barnaby-rudge
Joe,Martha,875,barnaby-rudge
Joe,Dolly,878,barnaby-rudge
Dolly,Joe,878,barnaby-rudge
Dolly,Joe,878,barnaby-rudge
Joe,Dolly,878,barnaby-rudge
Joe,Willet,881,barnaby-rudge
Willet,Joe,881,barnaby-rudge
Willet,Joe,881,barnaby-rudge
Joe,Willet,881,barnaby-rudge
Edward,Joe,884,barnaby-rudge
Edward,Heaven,884,barnaby-rudge
Joe,Edward,884,barnaby-rudge
Joe,Heaven,884,barnaby-rudge
Heaven,Edward,884,barnaby-rudge
Heaven,Joe,884,barnaby-rudge
Joe,Edward,885,barnaby-rudge
Edward,Joe,885,barnaby-rudge
Edward,Joe,889,barnaby-rudge
Joe,Edward,889,barnaby-rudge
Joe,Edward Chester,890,barnaby-rudge
Edward Chester,Joe,890,barnaby-rudge
Joe,Edward,897,barnaby-rudge
Edward,Joe,897,barnaby-rudge
Edward,Haredale,898,barnaby-rudge
Haredale,Edward,898,barnaby-rudge
Old,John,912,barnaby-rudge
Old,Hugh,912,barnaby-rudge
John,Old,912,barnaby-rudge
John,Hugh,912,barnaby-rudge
Hugh,Old,912,barnaby-rudge
Hugh,John,912,barnaby-rudge
Willet,Edward,914,barnaby-rudge
Edward,Willet,914,barnaby-rudge
Joe,Edward,917,barnaby-rudge
Edward,Joe,917,barnaby-rudge
John,Haredale,918,barnaby-rudge
Haredale,John,918,barnaby-rudge
Miss Haredale,Edward,947,barnaby-rudge
Edward,Miss Haredale,947,barnaby-rudge
Haredale,Orson,951,barnaby-rudge
Orson,Haredale,951,barnaby-rudge
Edward,Miss Haredale,952,barnaby-rudge
Miss Haredale,Edward,952,barnaby-rudge
Edward,Time,960,barnaby-rudge
Edward,Till,960,barnaby-rudge
Time,Edward,960,barnaby-rudge
Time,Till,960,barnaby-rudge
Till,Edward,960,barnaby-rudge
Till,Time,960,barnaby-rudge
Edward,Emma Haredale,982,barnaby-rudge
Emma Haredale,Edward,982,barnaby-rudge
Ned,Good God,983,barnaby-rudge
Ned,Take,983,barnaby-rudge
Ned,Good God,983,barnaby-rudge
Ned,Take,983,barnaby-rudge
Good God,Ned,983,barnaby-rudge
Good God,Ned,983,barnaby-rudge
Good God,Ned,983,barnaby-rudge
Good God,Take,983,barnaby-rudge
